"state","puma12","cbsa20","stab","CBSAName20","PUMA12name","pop20","afact2","afact"
"State code","PUMA (2012)","Core-based statistical area code","State abbr.","2020 CBSA name","PUMA12 name","Total population (2020 Census)","cbsa20-to-puma12 allocation factor","puma12-to-cbsa20 allocation factor"
"06","01100","99999","CA","[not in a CBSA]","Colusa, Glenn, Tehama & Trinity Counties",66868,0.0037,0.5039 
"06","01301","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",126691,0.0267,1 
"06","01302","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",128589,0.0271,1 
"06","01303","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",136244,0.0287,1 
"06","01304","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",129409,0.0272,1 
"06","01305","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (South)--San Ramon City & Danville Town",141294,0.0298,1 
"06","01306","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",120201,0.0253,1 
"06","01307","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",137384,0.0289,1 
"06","01308","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (Northeast)--Antioch City",121392,0.0256,1 
"06","01309","41860","CA","San Francisco-Oakland-Berkeley, CA","Contra Costa County (East)--Brentwood & Oakley Cities",124479,0.0262,1 
"06","01500","18860","CA","Crescent City, CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",27743,1,0.2085 
"06","01500","45000","CA","Susanville, CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",32730,1,0.246 
"06","01500","99999","CA","[not in a CBSA]","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",72566,0.004,0.5454 
"06","01700","40900","CA","Sacramento-Roseville-Folsom, CA","El Dorado County--El Dorado Hills",191185,0.0797,1 
"06","01901","23420","CA","Fresno, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",147233,0.146,1 
"06","01902","23420","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",190222,0.1886,0.9999 
"06","01902","31460","CA","Madera, CA","Fresno County (North Central)--Fresno City (North)",21,0.0001,0.0001 
"06","01903","23420","CA","Fresno, CA","Fresno County (Central)--Fresno City (East Central)",110652,0.1097,1 
"06","01904","23420","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",180821,0.1793,1 
"06","01905","23420","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",116597,0.1156,1 
"06","01906","23420","CA","Fresno, CA","Fresno County (Central)--Clovis City",129581,0.1285,1 
"06","01907","23420","CA","Fresno, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",133548,0.1324,1 
"06","02300","21700","CA","Eureka-Arcata, CA","Humboldt County",136463,1,1 
"06","02500","20940","CA","El Centro, CA","Imperial County--El Centro City",179702,1,1 
"06","02901","12540","CA","Bakersfield, CA","Kern County (West)--Delano, Wasco & Shafter Cities",206066,0.2266,0.9999 
"06","02901","25260","CA","Hanford-Corcoran, CA","Kern County (West)--Delano, Wasco & Shafter Cities",7,0,0 
"06","02901","42020","CA","San Luis Obispo-Paso Robles, CA","Kern County (West)--Delano, Wasco & Shafter Cities",6,0,0 
"06","02902","12540","CA","Bakersfield, CA","Kern County (Central)--Bakersfield City (West)",228249,0.251,1 
"06","02903","12540","CA","Bakersfield, CA","Kern County (Central)--Bakersfield City (Northeast)",168404,0.1852,1 
"06","02904","12540","CA","Bakersfield, CA","Kern County (Central)--Bakersfield City (Southeast)",113912,0.1253,1 
"06","02905","12540","CA","Bakersfield, CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",192391,0.2116,0.9999 
"06","02905","47300","CA","Visalia, CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",25,0.0001,0.0001 
"06","03100","25260","CA","Hanford-Corcoran, CA","Kings County--Hanford City",152479,1,1 
"06","03300","17340","CA","Clearlake, CA","Lake & Mendocino Counties",68163,1,0.4266 
"06","03300","46380","CA","Ukiah, CA","Lake & Mendocino Counties",91601,1,0.5734 
"06","03701","12540","CA","Bakersfield, CA","Los Angeles County (North/Unincorporated)--Castaic",3,0,0 
"06","03701","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North/Unincorporated)--Castaic",141524,0.0107,1 
"06","03702","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Northwest)--Santa Clarita City",207092,0.0157,1 
"06","03703","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North Central)--Lancaster City",180978,0.0137,1 
"06","03704","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North Central)--Palmdale City",181306,0.0137,1 
"06","03705","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",179226,0.0136,0.999 
"06","03705","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",180,0.0002,0.001 
"06","03706","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",143063,0.0108,1 
"06","03707","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",148920,0.0113,1 
"06","03708","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",137131,0.0104,1 
"06","03709","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",111197,0.0084,1 
"06","03710","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",174268,0.0132,1 
"06","03711","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",171763,0.013,0.9946 
"06","03711","40140","CA","Riverside-San Bernardino-Ontario, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",938,0.0002,0.0054 
"06","03712","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (East Central)--Pomona City",149412,0.0113,0.9969 
"06","03712","40140","CA","Riverside-San Bernardino-Ontario, CA","Los Angeles County (East Central)--Pomona City",463,0.0001,0.0031 
"06","03713","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (East Central)--Covina & Walnut Cities",113494,0.0086,1 
"06","03714","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",107447,0.0081,0.9987 
"06","03714","40140","CA","Riverside-San Bernardino-Ontario, CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",140,0,0.0013 
"06","03715","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (East Central)--West Covina City",122470,0.0093,1 
"06","03716","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (East Central)--La Puente & Industry Cities",106698,0.0081,1 
"06","03717","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",190585,0.0144,1 
"06","03718","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Pasadena City",135289,0.0102,1 
"06","03719","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Glendale City",196304,0.0149,1 
"06","03720","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Burbank City",122309,0.0093,1 
"06","03721","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",135948,0.0103,1 
"06","03722","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",166269,0.0126,1 
"06","03723","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)",142813,0.0108,1 
"06","03724","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)",174337,0.0132,1 
"06","03725","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)",180640,0.0137,1 
"06","03726","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",98164,0.0074,0.9973 
"06","03726","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",262,0.0003,0.0027 
"06","03727","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--LA City (Central/Pacific Palisades)",159219,0.0121,1 
"06","03728","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southwest)--Santa Monica City",107010,0.0081,1 
"06","03729","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)",208471,0.0158,1 
"06","03730","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",167704,0.0127,1 
"06","03731","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--West Hollywood & Beverly Hills Cities",109652,0.0083,1 
"06","03732","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--LA City (East Central/Hollywood)",172343,0.0131,1 
"06","03733","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--LA City (Central/Koreatown)",113324,0.0086,1 
"06","03734","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",192514,0.0146,1 
"06","03735","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",183615,0.0139,1 
"06","03736","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Alhambra & South Pasadena Cities",115933,0.0088,1 
"06","03737","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",127455,0.0097,1 
"06","03738","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--El Monte & South El Monte Cities",127343,0.0096,1 
"06","03739","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",167414,0.0127,1 
"06","03740","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",127361,0.0096,1 
"06","03741","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",135271,0.0102,1 
"06","03742","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",127037,0.0096,1 
"06","03743","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--East Los Angeles",115584,0.0088,1 
"06","03744","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)",190188,0.0144,1 
"06","03745","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--LA City (Southeast/East Vernon)",121879,0.0092,1 
"06","03746","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",109171,0.0083,1 
"06","03747","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)",158959,0.012,1 
"06","03748","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities",194874,0.0148,1 
"06","03749","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Central)--Inglewood City",111720,0.0085,1 
"06","03750","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",178552,0.0135,1 
"06","03751","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--LA City (South Central/Watts)",158027,0.012,1 
"06","03752","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South)--South Gate & Lynwood Cities",165769,0.0126,1 
"06","03753","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South)--Downey City",112920,0.0086,1 
"06","03754","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities",139340,0.0106,1 
"06","03755","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southeast)--Norwalk City",119014,0.009,1 
"06","03756","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities",119669,0.0091,1 
"06","03757","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--Compton City & West Rancho Dominguez",160907,0.0122,1 
"06","03758","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",158114,0.012,1 
"06","03759","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--Hawthorne City",114971,0.0087,1 
"06","03760","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",143857,0.0109,1 
"06","03761","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--Torrance City",127862,0.0097,1 
"06","03762","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--Carson City",116777,0.0088,1 
"06","03763","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South Central)--Long Beach City (North)",145736,0.011,1 
"06","03764","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",160496,0.0122,1 
"06","03765","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southeast)--Long Beach City (East)",134692,0.0102,1 
"06","03766","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South)--Long Beach City (Southwest & Port)",102261,0.0077,1 
"06","03767","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (South)--LA City (South/San Pedro)",180812,0.0137,1 
"06","03768","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southwest)--Palos Verdes Peninsula",112093,0.0085,1 
"06","03769","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities",97743,0.0074,1 
"06","03900","31460","CA","Madera, CA","Madera County--Madera City",156234,0.9999,1 
"06","04101","41860","CA","San Francisco-Oakland-Berkeley, CA","Marin County (North & West)--Novato & San Rafael (North) Cities",110784,0.0233,1 
"06","04102","41860","CA","San Francisco-Oakland-Berkeley, CA","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",151537,0.0319,1 
"06","04701","32900","CA","Merced, CA","Merced County (West & South)--Los Banos & Livingston Cities",116422,0.414,1 
"06","04702","32900","CA","Merced, CA","Merced County (Northeast)--Merced & Atwater Cities",164780,0.586,1 
"06","05301","41500","CA","Salinas, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",183635,0.4183,1 
"06","05302","41500","CA","Salinas, CA","Monterey County (Northeast)--Salinas City",177254,0.4037,1 
"06","05303","41500","CA","Salinas, CA","Monterey (South & East) & San Benito Counties",78146,0.178,0.549 
"06","05303","41940","CA","San Jose-Sunnyvale-Santa Clara, CA","Monterey (South & East) & San Benito Counties",64209,0.0321,0.451 
"06","05500","34900","CA","Napa, CA","Napa County--Napa City",137994,0.9998,0.9885 
"06","05500","46700","CA","Vallejo, CA","Napa County--Napa City",1601,0.0035,0.0115 
"06","05700","46020","CA","Truckee-Grass Valley, CA","Nevada & Sierra Counties",102241,1,0.9693 
"06","05700","99999","CA","[not in a CBSA]","Nevada & Sierra Counties",3236,0.0002,0.0307 
"06","05901","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",177937,0.0135,1 
"06","05902","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities",107436,0.0081,1 
"06","05903","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",214260,0.0162,1 
"06","05904","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Central)--Irvine City (Central)",267427,0.0203,1 
"06","05905","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",233399,0.0177,1 
"06","05906","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",191685,0.0145,0.9993 
"06","05906","40140","CA","Riverside-San Bernardino-Ontario, CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",136,0,0.0007 
"06","05907","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (North Central)--Fullerton & Placentia Cities",197468,0.015,1 
"06","05908","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",186671,0.0141,1 
"06","05909","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (North Central)--Anaheim City (West)",147609,0.0112,1 
"06","05910","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (North Central)--Anaheim City (East)",196511,0.0149,1 
"06","05911","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Central)--Orange & Villa Park Cities",140935,0.0107,1 
"06","05912","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",169734,0.0129,1 
"06","05913","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Northwest)--Garden Grove City (East)",160493,0.0122,1 
"06","05914","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Northwest)--Huntington Beach City",197149,0.0149,1 
"06","05915","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch",114093,0.0086,1 
"06","05916","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Central)--Santa Ana City (West)",147685,0.0112,1 
"06","05917","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Central)--Santa Ana City (East)",156226,0.0118,1 
"06","05918","31080","CA","Los Angeles-Long Beach-Anaheim, CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",180875,0.0137,1 
"06","06101","40900","CA","Sacramento-Roseville-Folsom, CA","Placer County (Southwest)--Roseville City",154981,0.0646,0.9998 
"06","06101","49700","CA","Yuba City, CA","Placer County (Southwest)--Roseville City",35,0.0002,0.0002 
"06","06102","40900","CA","Sacramento-Roseville-Folsom, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",133131,0.0555,1 
"06","06103","40900","CA","Sacramento-Roseville-Folsom, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",116627,0.0486,0.9993 
"06","06103","49700","CA","Yuba City, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",80,0.0004,0.0007 
